Site,Date,Month,Year,MonYr,Station,Location,Latitude,Longitude,Time,Depth,Temp,Sal,DO_mg/l,DO,Sampling_Depth,Secchi,Per_Secchi
TB,10/15/2013,10,2013,10/2013,5,DeSoto,27.64466667,-82.72216667,12:39,1,26.8,33.8,Z,Z,Surface,1,100
TB,11/20/2013,11,2013,11/2013,1,Indian,27.69983333,-82.69516667,12:51,1.6,22.9,33.5,Z,Z,Surface,1.6,100
TB,11/20/2013,11,2013,11/2013,3,Tarpon,27.65966667,-82.686,12:36,3,23,32.2,Z,Z,Surface,2.5,83.3
TB,11/20/2013,11,2013,11/2013,5,DeSoto,27.64466667,-82.72216667,11:58,0.8,23,33.8,Z,Z,Surface,0.8,100
TB,12/19/2013,12,2013,12/2013,1,Indian,27.69983333,-82.69516667,13:35,1.25,19,32.1,Z,Z,Surface,1.25,100
TB,12/19/2013,12,2013,12/2013,3,Tarpon,27.65966667,-82.686,13:15,1.75,18.6,33.6,Z,Z,Surface,1.75,100
TB,12/19/2013,12,2013,12/2013,5,DeSoto,27.64466667,-82.72216667,12:29,2.5,18,32.8,Z,Z,Surface,2.5,100
TB,1/28/2014,1,2014,1/2014,1,Indian,27.69983333,-82.69516667,13:14,1.75,17.3,31.3,Z,Z,Surface,1.75,100
TB,1/28/2014,1,2014,1/2014,3,Tarpon,27.65966667,-82.686,12:54,2.75,17.6,30.9,Z,Z,Surface,2.5,90.9
TB,1/28/2014,1,2014,1/2014,5,DeSoto,27.64466667,-82.72216667,12:15,1,16.8,32.5,Z,Z,Surface,1,100
TB,2/19/2014,2,2014,2/2014,1,Indian,27.69983333,-82.69516667,12:47,1.5,19.3,31.2,Z,Z,Surface,1.5,100
TB,2/19/2014,2,2014,2/2014,3,Tarpon,27.65966667,-82.686,12:27,2.75,18.8,31.3,Z,Z,Surface,1.5,54.5
TB,2/19/2014,2,2014,2/2014,5,DeSoto,27.64466667,-82.72216667,11:49,1,18.7,32.1,Z,Z,Surface,1,100
TB,3/19/2014,3,2014,3/2014,1,Indian,27.69983333,-82.69516667,13:42,1.25,21.7,32,Z,Z,Surface,1.25,100
TB,3/19/2014,3,2014,3/2014,3,Tarpon,27.65966667,-82.686,13:24,2.75,21.6,32.1,Z,Z,Surface,1.5,54.5
TB,3/19/2014,3,2014,3/2014,5,DeSoto,27.64466667,-82.72216667,12:49,2,20.5,33.3,Z,Z,Surface,2,100
TB,4/25/2014,4,2014,4/2014,1,Indian,27.69983333,-82.69516667,13:30,1,25.9,33.4,Z,Z,Surface,1,100
TB,4/25/2014,4,2014,4/2014,3,Tarpon,27.65966667,-82.686,12:55,3,24.7,34.1,Z,Z,Surface,3,100
TB,4/25/2014,4,2014,4/2014,5,DeSoto,27.64466667,-82.72216667,12:05,2,26,33.9,Z,Z,Surface,2,100
TB,5/19/2014,5,2014,5/2014,1,Indian,27.69983333,-82.69516667,13:42,1,25.8,32.4,Z,Z,Surface,1,100
TB,5/19/2014,5,2014,5/2014,3,Tarpon,27.65966667,-82.686,12:52,3,25,31.7,Z,Z,Surface,2,66.7
TB,5/19/2014,5,2014,5/2014,5,DeSoto,27.64466667,-82.72216667,11:46,1,24.9,33.9,Z,Z,Surface,1,100
TB,6/20/2014,6,2014,6/2014,1,Indian,27.69983333,-82.69516667,14:01,0.75,31.1,33.3,Z,Z,Surface,0.75,100
TB,6/20/2014,6,2014,6/2014,3,Tarpon,27.65966667,-82.686,12:56,2,30.3,32.5,Z,Z,Surface,1.75,87.5
TB,6/20/2014,6,2014,6/2014,5,DeSoto,27.64466667,-82.72216667,11:17,1,30.3,34,Z,Z,Surface,1,100
TB,7/24/2014,7,2014,7/2014,1,Indian,27.69983333,-82.69516667,13:23,1.25,32,34.9,Z,Z,Surface,1,80
TB,7/24/2014,7,2014,7/2014,3,Tarpon,27.65966667,-82.686,11:57,3,31.9,35.1,Z,Z,Surface,1.5,50
TB,7/24/2014,7,2014,7/2014,5,DeSoto,27.64466667,-82.72216667,11:09,0.75,31.8,35.2,Z,Z,Surface,0.75,100
TB,8/18/2014,8,2014,8/2014,1,Indian,27.69983333,-82.69516667,12:20,1.25,31.5,33.8,Z,Z,Surface,1.25,100
TB,8/18/2014,8,2014,8/2014,3,Tarpon,27.65966667,-82.686,11:43,2.75,30.8,31.6,Z,Z,Surface,2,72.7
TB,8/18/2014,8,2014,8/2014,5,DeSoto,27.64466667,-82.72216667,11:32,0.85,31.5,34.9,Z,Z,Surface,0.85,100
TB,9/15/2014,9,2014,9/2014,1,Indian,27.69983333,-82.69516667,12:35,1,30.3,31.9,Z,Z,Surface,1,100
TB,9/15/2014,9,2014,9/2014,3,Tarpon,27.65966667,-82.686,12:07,2.5,29.3,31.6,Z,Z,Surface,1.5,60
TB,9/15/2014,9,2014,9/2014,5,DeSoto,27.64466667,-82.72216667,11:55,1,29.7,34.8,Z,Z,Surface,1,100
TB,10/15/2014,10,2014,10/2014,1,Indian,27.69983333,-82.69516667,9:46,1.5,26.9,28.7,Z,Z,Surface,1.5,100
TB,10/15/2014,10,2014,10/2014,3,Tarpon,27.65966667,-82.686,9:09,3,26.7,28,Z,Z,Surface,2,66.7
TB,10/15/2014,10,2014,10/2014,5,DeSoto,27.64466667,-82.72216667,8:35,1,26.7,28.9,Z,Z,Surface,1,100
TB,11/17/2014,11,2014,11/2014,1,Indian,27.69983333,-82.69516667,12:19,1.5,21.2,31.2,Z,Z,Surface,1.5,100
TB,11/17/2014,11,2014,11/2014,3,Tarpon,27.65966667,-82.686,11:58,4.5,20.9,31.1,Z,Z,Surface,4.5,100
TB,11/17/2014,11,2014,11/2014,5,DeSoto,27.64466667,-82.72216667,11:46,1,21,32.6,Z,Z,Surface,1,100
TB,12/15/2014,12,2014,12/2014,1,Indian,27.69983333,-82.69516667,12:26,1,17,31.7,Z,Z,Surface,1,100
TB,12/15/2014,12,2014,12/2014,3,Tarpon,27.65966667,-82.686,12:13,2.75,16.6,29.6,Z,Z,Surface,2.75,100
TB,12/15/2014,12,2014,12/2014,5,DeSoto,27.64466667,-82.72216667,12:02,1,16.7,33.3,Z,Z,Surface,1,100
TB,1/20/2015,1,2015,1/2015,1,Indian,27.69983333,-82.69516667,12:04,1.5,17.3,31.3,Z,Z,Surface,1.5,100
TB,1/20/2015,1,2015,1/2015,3,Tarpon,27.65966667,-82.686,11:50,3.25,17.1,31,Z,Z,Surface,2.5,76.9
TB,1/20/2015,1,2015,1/2015,5,DeSoto,27.64466667,-82.72216667,11:40,1,17,32.9,Z,Z,Surface,1,100
TB,2/20/2015,2,2015,2/2015,1,Indian,27.69983333,-82.69516667,8:45,0.8,13,29.4,Z,Z,Surface,0.8,100
TB,2/20/2015,2,2015,2/2015,3,Tarpon,27.65966667,-82.686,9:10,2.1,13,30.2,Z,Z,Surface,1.5,71.4
TB,2/20/2015,2,2015,2/2015,5,DeSoto,27.64466667,-82.72216667,9:31,0.8,12.4,32,Z,Z,Surface,0.5,62.5
TB,3/18/2015,3,2015,3/2015,1,Indian,27.69983333,-82.69516667,12:07,1.6,24.2,31.6,Z,Z,Surface,1,62.5
TB,3/18/2015,3,2015,3/2015,3,Tarpon,27.65966667,-82.686,11:52,1.5,24.1,32.1,Z,Z,Surface,1.25,83.3
TB,3/18/2015,3,2015,3/2015,5,DeSoto,27.64466667,-82.72216667,11:31,0.8,23.5,33.1,Z,Z,Surface,0.8,100
TB,4/23/2015,4,2015,4/2015,1,Indian,27.69983333,-82.69516667,12:35,2.1,27.5,31.6,Z,Z,Surface,2.1,100
TB,4/23/2015,4,2015,4/2015,3,Tarpon,27.65966667,-82.686,12:04,1.5,27.4,32.8,Z,Z,Surface,1.5,100
TB,4/23/2015,4,2015,4/2015,5,DeSoto,27.64466667,-82.72216667,11:31,0.85,27.5,33.5,Z,Z,Surface,0.85,100
TB,5/19/2015,5,2015,5/2015,1,Indian,27.69983333,-82.69516667,13:19,1.8,29.2,34.5,Z,Z,Surface,1.8,100
TB,5/19/2015,5,2015,5/2015,3,Tarpon,27.65966667,-82.686,13:08,1.9,29,35,Z,Z,Surface,1.9,100
TB,5/19/2015,5,2015,5/2015,5,DeSoto,27.64466667,-82.72216667,12:59,1,29.6,36.3,Z,Z,Surface,1,100
TB,6/17/2015,6,2015,6/2015,1,Indian,27.69983333,-82.69516667,12:28,2,31.3,35.5,Z,Z,Surface,2,100
TB,6/17/2015,6,2015,6/2015,3,Tarpon,27.65966667,-82.686,12:12,3,30.8,36.4,Z,Z,Surface,2.5,83.3
TB,6/17/2015,6,2015,6/2015,5,DeSoto,27.64466667,-82.72216667,11:59,1,30.9,37.1,Z,Z,Surface,1,100
TB,7/15/2015,7,2015,7/2015,1,Indian,27.69983333,-82.69516667,10:08,2,29.7,36.5,Z,Z,Surface,1.5,75
TB,7/15/2015,7,2015,7/2015,3,Tarpon,27.65966667,-82.686,9:28,2.5,29.8,35.9,Z,Z,Surface,1.25,50
TB,7/15/2015,7,2015,7/2015,5,DeSoto,27.64466667,-82.72216667,8:49,0.9,30,37.3,Z,Z,Surface,0.9,100
TB,8/19/2015,8,2015,8/2015,1,Indian,27.69983333,-82.69516667,12:46,1.3,31.6,27.6,Z,Z,Surface,1.1,84.6
TB,8/19/2015,8,2015,8/2015,3,Tarpon,27.65966667,-82.686,12:30,1.7,30.6,26.3,Z,Z,Surface,1.7,100
TB,8/19/2015,8,2015,8/2015,5,DeSoto,27.64466667,-82.72216667,12:16,0.5,30.9,28.7,Z,Z,Surface,0.5,100
TB,9/15/2015,9,2015,9/2015,1,Indian,27.69983333,-82.69516667,10:24,1.25,28.9,28.6,Z,Z,Surface,1.25,100
TB,9/15/2015,9,2015,9/2015,3,Tarpon,27.65966667,-82.686,9:28,2,28.5,26.6,Z,Z,Surface,1.5,75
TB,9/15/2015,9,2015,9/2015,5,DeSoto,27.64466667,-82.72216667,8:30,0.5,28,30,Z,Z,Surface,0.5,100
TB,10/23/2015,10,2015,10/2015,1,Indian,27.69983333,-82.69516667,10:34,2,24.5,30.7,Z,Z,Surface,2,100
TB,10/23/2015,10,2015,10/2015,3,Tarpon,27.65966667,-82.686,9:49,2.8,24.4,29.9,Z,Z,Surface,2.8,100
TB,10/23/2015,10,2015,10/2015,5,DeSoto,27.64466667,-82.72216667,8:33,1.5,24.3,31.7,Z,Z,Surface,1.5,100
TB,12/1/2015,12,2015,12/2015,1,Indian,27.69983333,-82.69516667,8:50,1.4,22,29.2,Z,Z,Surface,1.4,100
TB,12/1/2015,12,2015,12/2015,3,Tarpon,27.65966667,-82.686,9:25,2,22.1,28.3,Z,Z,Surface,2,100
TB,12/1/2015,12,2015,12/2015,5,DeSoto,27.64466667,-82.72216667,9:58,1,22.4,30.2,Z,Z,Surface,1,100
TB,12/16/2015,12,2015,12/2015,1,Indian,27.69983333,-82.69516667,10:26,1.4,23.4,33.4,Z,Z,Surface,1.4,100
TB,12/16/2015,12,2015,12/2015,3,Tarpon,27.65966667,-82.686,9:48,1.2,22.9,32.9,Z,Z,Surface,1.2,100
TB,12/16/2015,12,2015,12/2015,5,DeSoto,27.64466667,-82.72216667,8:41,1.5,23.2,34.7,Z,Z,Surface,1.5,100
TB,1/25/2016,1,2016,1/2016,1,Indian,27.69983333,-82.69516667,9:59,1.2,13.3,28.6,Z,Z,Surface,1.2,100
TB,1/25/2016,1,2016,1/2016,3,Tarpon,27.65966667,-82.686,9:43,1.3,12.9,27.6,Z,Z,Surface,1.3,100
TB,1/25/2016,1,2016,1/2016,5,DeSoto,27.64466667,-82.72216667,9:15,1.2,12.9,19.3,Z,Z,Surface,1,83.3
TB,2/19/2016,2,2016,2/2016,1,Indian,27.69983333,-82.69516667,9:13,1.2,16.2,31.1,Z,Z,Surface,1.2,100
TB,2/19/2016,2,2016,2/2016,3,Tarpon,27.65966667,-82.686,8:53,1.9,16.9,30.1,Z,Z,Surface,1.5,78.9
TB,2/19/2016,2,2016,2/2016,5,DeSoto,27.64466667,-82.72216667,8:08,1.5,17,31.2,Z,Z,Surface,1,66.7
TB,3/17/2016,3,2016,3/2016,1,Indian,27.69983333,-82.69516667,11:49,1,24.6,31.2,Z,Z,Surface,1,100
TB,3/17/2016,3,2016,3/2016,3,Tarpon,27.65966667,-82.686,11:35,2.3,24.2,30.9,Z,Z,Surface,1.8,78.3
TB,3/17/2016,3,2016,3/2016,5,DeSoto,27.64466667,-82.72216667,11:18,2.25,24,32.3,Z,Z,Surface,2,88.9
TB,4/20/2016,4,2016,4/2016,1,Indian,27.69983333,-82.69516667,10:46,1.4,23.4,31.3,Z,Z,Surface,1.4,100
TB,4/20/2016,4,2016,4/2016,3,Tarpon,27.65966667,-82.686,10:28,2.4,23.4,32.7,Z,Z,Surface,1,41.7
TB,4/20/2016,4,2016,4/2016,5,DeSoto,27.64466667,-82.72216667,10:02,1,23,32,Z,Z,Surface,1,100
TB,5/19/2016,5,2016,5/2016,1,Indian,27.69983333,-82.69516667,11:40,1.75,28.5,32.9,Z,Z,Surface,1.75,100
TB,5/19/2016,5,2016,5/2016,3,Tarpon,27.65966667,-82.686,11:22,2.6,28.4,33.7,Z,Z,Surface,2,76.9
TB,5/19/2016,5,2016,5/2016,5,DeSoto,27.64466667,-82.72216667,11:01,2.4,28.1,34.5,Z,Z,Surface,2,83.3
TB,6/22/2016,6,2016,6/2016,1,Indian,27.69983333,-82.69516667,10:40,1.5,28.7,30.8,Z,Z,Surface,1.5,100
TB,6/22/2016,6,2016,6/2016,3,Tarpon,27.65966667,-82.686,10:26,1.5,28.2,30.1,Z,Z,Surface,1.5,100
TB,6/22/2016,6,2016,6/2016,5,DeSoto,27.64466667,-82.72216667,10:10,1,28.3,31.9,Z,Z,Surface,1,100
TB,7/15/2016,7,2016,7/2016,1,Indian,27.69983333,-82.69516667,11:27,2.5,31.8,31.2,Z,Z,Surface,1.5,60
TB,7/15/2016,7,2016,7/2016,2,Tarpon,27.68583333,-82.698,11:21,1.5,32.5,34.4,Z,Z,Surface,1.5,100
TB,7/15/2016,7,2016,7/2016,5,DeSoto,27.64466667,-82.72216667,11:01,1.5,31.8,34.1,Z,Z,Surface,1.5,100
TB,8/22/2016,8,2016,8/2016,1,Indian,27.69983333,-82.69516667,13:23,1.3,33,31.5,Z,Z,Surface,1.3,100
TB,8/22/2016,8,2016,8/2016,3,Tarpon,27.65966667,-82.686,13:11,1.8,32.2,30.4,Z,Z,Surface,1.8,100
TB,8/22/2016,8,2016,8/2016,5,DeSoto,27.64466667,-82.72216667,12:49,0.8,32,32.4,Z,Z,Surface,0.8,100
TB,9/27/2016,9,2016,9/2016,1,Indian,27.69983333,-82.69516667,8:45,1.8,30,28.2,Z,Z,Surface,1.8,100
TB,9/27/2016,9,2016,9/2016,3,Tarpon,27.65966667,-82.686,11:01,1.9,30.3,30.2,Z,Z,Surface,1.9,100
TB,9/27/2016,9,2016,9/2016,5,DeSoto,27.64466667,-82.72216667,11:14,1.7,30.1,31.4,Z,Z,Surface,1.7,100
TB,10/17/2016,10,2016,10/2016,1,Indian,27.69983333,-82.69516667,9:20,1,25.9,30.4,Z,Z,Surface,1,100
TB,10/17/2016,10,2016,10/2016,3,Tarpon,27.65966667,-82.686,8:56,2.25,25.8,28.9,Z,Z,Surface,2.25,100
TB,10/17/2016,10,2016,10/2016,5,DeSoto,27.64466667,-82.72216667,8:24,0.6,25.6,32.1,Z,Z,Surface,0.6,100
TB,11/15/2016,11,2016,11/2016,1,Indian,27.69983333,-82.69516667,15:42,1.7,22.4,31.9,Z,Z,Surface,1.7,100
TB,11/15/2016,11,2016,11/2016,3,Tarpon,27.65966667,-82.686,15:15,1.9,21.9,32,Z,Z,Surface,1.9,100
TB,11/15/2016,11,2016,11/2016,5,DeSoto,27.64466667,-82.72216667,14:43,1.7,22.3,32.5,Z,Z,Surface,1.7,100
TB,12/15/2016,12,2016,12/2016,1,Indian,27.69983333,-82.69516667,12:08,1.3,21.3,32.5,Z,Z,Surface,1.3,100
TB,12/15/2016,12,2016,12/2016,3,Tarpon,27.65966667,-82.686,11:50,1.2,21,31.8,Z,Z,Surface,1.2,100
TB,12/15/2016,12,2016,12/2016,5,DeSoto,27.64466667,-82.72216667,11:26,0.7,21.2,32.8,Z,Z,Surface,0.7,100
TB,1/26/2017,1,2017,1/2017,1,Indian,27.69983333,-82.69516667,Z,Z,Z,Z,Z,Z,Surface,Z,Z
TB,1/26/2017,1,2017,1/2017,3,Tarpon,27.65966667,-82.686,12:03,1.8,20.5,33.2,Z,Z,Surface,1,55.6
TB,1/26/2017,1,2017,1/2017,5,DeSoto,27.64466667,-82.72216667,11:34,1.5,20.3,33.7,Z,Z,Surface,0.8,53.3
TB,2/27/2017,2,2017,2/2017,1,Indian,27.69983333,-82.69516667,8:49,1.2,20.9,33.1,Z,Z,Surface,1,83.3
TB,2/27/2017,2,2017,2/2017,3,Tarpon,27.65966667,-82.686,9:10,2,20.6,31.1,Z,Z,Surface,1.8,90
TB,2/27/2017,2,2017,2/2017,5,DeSoto,27.64466667,-82.72216667,9:35,1.5,20.5,33.5,Z,Z,Surface,1.5,100
TB,3/21/2017,3,2017,3/2017,1,Indian,27.69983333,-82.69516667,12:26,0.6,20.2,33.3,Z,Z,Surface,0.6,100
TB,3/21/2017,3,2017,3/2017,3,Tarpon,27.65966667,-82.686,12:05,2.3,20,33.8,Z,Z,Surface,2.3,100
TB,3/21/2017,3,2017,3/2017,5,DeSoto,27.64466667,-82.72216667,11:46,0.6,20,33.5,Z,Z,Surface,0.6,100
TB,4/18/2017,4,2017,4/2017,1,Indian,27.69983333,-82.69516667,12:11,1.9,24.8,32.8,Z,Z,Surface,1.9,100
TB,4/18/2017,4,2017,4/2017,3,Tarpon,27.65966667,-82.686,11:50,2.2,24.4,32.5,Z,Z,Surface,2.2,100
TB,4/18/2017,4,2017,4/2017,5,DeSoto,27.64466667,-82.72216667,11:28,2.6,24.4,33.9,Z,Z,Surface,2.6,100
TB,5/15/2017,5,2017,5/2017,1,Indian,27.69983333,-82.69516667,11:53,1.5,27.5,35.8,Z,Z,Surface,1,66.7
TB,5/15/2017,5,2017,5/2017,3,Tarpon,27.65966667,-82.686,11:35,1.3,26.8,35.9,Z,Z,Surface,1,76.9
TB,5/15/2017,5,2017,5/2017,5,DeSoto,27.64466667,-82.72216667,11:21,0.8,26.7,36.1,Z,Z,Surface,0.8,100
TB,6/14/2017,6,2017,6/2017,1,Indian,27.69983333,-82.69516667,11:42,1.6,28,32.8,Z,Z,Surface,1.6,100
TB,6/14/2017,6,2017,6/2017,3,Tarpon,27.65966667,-82.686,11:25,2.4,27.6,32.8,Z,Z,Surface,1.1,45.8
TB,6/14/2017,6,2017,6/2017,5,DeSoto,27.64466667,-82.72216667,10:57,2,27.8,34,Z,Z,Surface,1.25,62.5
TB,7/26/2017,7,2017,7/2017,1,Indian,27.69983333,-82.69516667,11:30,1.3,31.2,33,Z,Z,Surface,1.1,84.6
TB,7/26/2017,7,2017,7/2017,3,Tarpon,27.65966667,-82.686,11:11,2,31,32.2,Z,Z,Surface,1.8,90
TB,7/26/2017,7,2017,7/2017,5,DeSoto,27.64466667,-82.72216667,10:49,0.3,31.2,33.4,Z,Z,Surface,0.3,100
TB,8/15/2017,8,2017,8/2017,1,Indian,27.69983333,-82.69516667,11:25,1.5,31.3,32.2,Z,Z,Surface,1.3,86.7
TB,8/15/2017,8,2017,8/2017,3,Tarpon,27.65966667,-82.686,11:03,1.6,31.8,32.2,Z,Z,Surface,1.6,100
TB,8/15/2017,8,2017,8/2017,5,DeSoto,27.64466667,-82.72216667,10:48,1.8,31.7,32.8,Z,Z,Surface,1.8,100
TB,9/21/2017,9,2017,9/2017,1,Indian,27.69983333,-82.69516667,11:46,1.7,29.1,27.4,Z,Z,Surface,1.5,88.2
TB,9/21/2017,9,2017,9/2017,3,Tarpon,27.65966667,-82.686,11:31,1.6,28.6,26.2,Z,Z,Surface,1.5,93.8
TB,9/21/2017,9,2017,9/2017,5,DeSoto,27.64466667,-82.72216667,11:21,1.6,28.5,29.8,Z,Z,Surface,1.6,100
TB,10/31/2017,10,2017,10/2017,1,Indian,27.69983333,-82.69516667,11:47,1.7,20.1,30.1,Z,Z,Surface,0.6,35.3
TB,10/31/2017,10,2017,10/2017,3,Tarpon,27.65966667,-82.686,11:32,2.2,19,30.2,Z,Z,Surface,0.6,27.3
TB,10/31/2017,10,2017,10/2017,5,DeSoto,27.64466667,-82.72216667,11:18,2,18.5,31.3,Z,Z,Surface,1.1,55
TB,11/21/2017,11,2017,11/2017,1,Indian,27.69983333,-82.69516667,11:13,1.5,20.7,29.1,Z,Z,Surface,1.3,86.7
TB,11/21/2017,11,2017,11/2017,3,Tarpon,27.65966667,-82.686,10:57,2.6,20.5,29.1,Z,Z,Surface,2,76.9
TB,11/21/2017,11,2017,11/2017,5,DeSoto,27.64466667,-82.72216667,10:44,0.9,20.3,31.4,Z,Z,Surface,0.9,100
TB,12/18/2017,12,2017,12/2017,1,Indian,27.69983333,-82.69516667,11:29,1.6,20,31,Z,Z,Surface,1.5,93.8
TB,12/18/2017,12,2017,12/2017,3,Tarpon,27.65966667,-82.686,11:16,2,20,31.4,Z,Z,Surface,1.75,87.5
TB,12/18/2017,12,2017,12/2017,5,DeSoto,27.64466667,-82.72216667,11:00,1.2,20,32.9,Z,Z,Surface,1,83.3
