RetDate,Site,Station,Spat,Quarter,Lat,Long,Bay,IvO,RetJulian,DepJulian,Days,SBD,Month,Year
3/15/2010,TB,4,0,1,27.65955,-82.692233,LTB,I,6649,6589,60,0,3,2010
3/15/2010,TB,5,0,1,27.644633,-82.722217,LTB,I,6649,6589,60,0,3,2010
3/15/2010,TB,6,0,1,27.6427,-82.722317,LTB,I,6649,6589,60,0,3,2010
4/12/2010,TB,1,0,2,27.699833,-82.695083,LTB,I,6677,6621,56,0,4,2010
4/12/2010,TB,2,0,2,27.698983,-82.690333,LTB,I,6677,6621,56,0,4,2010
4/12/2010,TB,3,0,2,27.66,-82.687333,LTB,I,6677,6621,56,0,4,2010
4/12/2010,TB,4,0,2,27.65955,-82.692233,LTB,I,6677,6621,56,0,4,2010
4/12/2010,TB,5,0,2,27.644633,-82.722217,LTB,I,6677,6621,56,0,4,2010
4/12/2010,TB,6,0,2,27.6427,-82.722317,LTB,I,6677,6621,56,0,4,2010
5/12/2010,TB,1,Z,2,27.699833,-82.695083,LTB,I,6707,6649,58,Z,5,2010
5/12/2010,TB,2,0,2,27.698983,-82.690333,LTB,I,6707,6649,58,0,5,2010
5/12/2010,TB,3,0,2,27.66,-82.687333,LTB,I,6707,6649,58,0,5,2010
5/12/2010,TB,4,0,2,27.65955,-82.692233,LTB,I,6707,6649,58,0,5,2010
5/12/2010,TB,5,0,2,27.644633,-82.722217,LTB,I,6707,6649,58,0,5,2010
5/12/2010,TB,6,0,2,27.6427,-82.722317,LTB,I,6707,6649,58,0,5,2010
6/9/2010,TB,1,1,2,27.699833,-82.695083,LTB,I,6735,6677,58,0.02,6,2010
6/9/2010,TB,2,0,2,27.698983,-82.690333,LTB,I,6735,6677,58,0,6,2010
6/9/2010,TB,3,0,2,27.66,-82.687333,LTB,I,6735,6677,58,0,6,2010
6/9/2010,TB,4,0,2,27.65955,-82.692233,LTB,I,6735,6677,58,0,6,2010
6/9/2010,TB,5,0,2,27.644633,-82.722217,LTB,I,6735,6677,58,0,6,2010
6/9/2010,TB,6,0,2,27.6427,-82.722317,LTB,I,6735,6677,58,0,6,2010
7/13/2010,TB,1,1,3,27.699833,-82.695083,LTB,I,6769,6707,62,0.02,7,2010
7/13/2010,TB,2,1,3,27.698983,-82.690333,LTB,I,6769,6707,62,0.02,7,2010
7/13/2010,TB,3,0,3,27.66,-82.687333,LTB,I,6769,6707,62,0,7,2010
7/13/2010,TB,4,2,3,27.65955,-82.692233,LTB,I,6769,6707,62,0.03,7,2010
7/13/2010,TB,5,0,3,27.644633,-82.722217,LTB,I,6769,6707,62,0,7,2010
7/13/2010,TB,6,Z,3,27.6427,-82.722317,LTB,I,6769,6707,62,Z,7,2010
8/12/2010,TB,1,0,3,27.699833,-82.695083,LTB,I,6799,6735,64,0,8,2010
8/12/2010,TB,2,0,3,27.698983,-82.690333,LTB,I,6799,6735,64,0,8,2010
8/12/2010,TB,3,0,3,27.66,-82.687333,LTB,I,6799,6735,64,0,8,2010
8/12/2010,TB,4,0,3,27.65955,-82.692233,LTB,I,6799,6735,64,0,8,2010
8/12/2010,TB,5,0,3,27.644633,-82.722217,LTB,I,6799,6735,64,0,8,2010
8/12/2010,TB,6,0,3,27.6427,-82.722317,LTB,I,6799,6735,64,0,8,2010
9/16/2010,TB,1,0,3,27.699833,-82.695083,LTB,I,6834,6769,65,0,9,2010
9/16/2010,TB,2,0,3,27.698983,-82.690333,LTB,I,6834,6769,65,0,9,2010
9/16/2010,TB,3,0,3,27.66,-82.687333,LTB,I,6834,6769,65,0,9,2010
9/16/2010,TB,4,0,3,27.65955,-82.692233,LTB,I,6834,6769,65,0,9,2010
9/16/2010,TB,5,0,3,27.644633,-82.722217,LTB,I,6834,6769,65,0,9,2010
9/16/2010,TB,6,0,3,27.6427,-82.722317,LTB,I,6834,6769,65,0,9,2010
10/12/2010,TB,1,0,4,27.699833,-82.695083,LTB,I,6860,6799,61,0,10,2010
10/12/2010,TB,2,0,4,27.698983,-82.690333,LTB,I,6860,6799,61,0,10,2010
10/12/2010,TB,3,0,4,27.66,-82.687333,LTB,I,6860,6799,61,0,10,2010
10/12/2010,TB,4,0,4,27.65955,-82.692233,LTB,I,6860,6799,61,0,10,2010
10/12/2010,TB,5,1,4,27.644633,-82.722217,LTB,I,6860,6799,61,0.02,10,2010
10/12/2010,TB,6,Z,4,27.6427,-82.722317,LTB,I,6860,6799,61,Z,10,2010
11/10/2010,TB,1,0,4,27.699833,-82.695083,LTB,I,6889,6834,55,0,11,2010
11/10/2010,TB,2,0,4,27.698983,-82.690333,LTB,I,6889,6834,55,0,11,2010
11/10/2010,TB,3,0,4,27.66,-82.687333,LTB,I,6889,6834,55,0,11,2010
11/10/2010,TB,4,0,4,27.65955,-82.692233,LTB,I,6889,6834,55,0,11,2010
11/10/2010,TB,5,0,4,27.644633,-82.722217,LTB,I,6889,6834,55,0,11,2010
11/10/2010,TB,6,0,4,27.6427,-82.722317,LTB,I,6889,6834,55,0,11,2010
12/14/2010,TB,1,0,4,27.699833,-82.695083,LTB,I,6923,6860,63,0,12,2010
12/14/2010,TB,2,0,4,27.698983,-82.690333,LTB,I,6923,6860,63,0,12,2010
12/14/2010,TB,3,0,4,27.66,-82.687333,LTB,I,6923,6860,63,0,12,2010
12/14/2010,TB,4,0,4,27.65955,-82.692233,LTB,I,6923,6860,63,0,12,2010
12/14/2010,TB,5,0,4,27.644633,-82.722217,LTB,I,6923,6860,63,0,12,2010
12/14/2010,TB,6,0,4,27.6427,-82.722317,LTB,I,6923,6860,63,0,12,2010
1/14/2011,TB,1,0,1,27.699833,-82.695083,LTB,I,6954,6889,65,0,1,2011
1/14/2011,TB,2,0,1,27.698983,-82.690333,LTB,I,6954,6889,65,0,1,2011
1/14/2011,TB,3,0,1,27.66,-82.687333,LTB,I,6954,6889,65,0,1,2011
1/14/2011,TB,4,0,1,27.65955,-82.692233,LTB,I,6954,6889,65,0,1,2011
1/14/2011,TB,5,0,1,27.644633,-82.722217,LTB,I,6954,6889,65,0,1,2011
1/14/2011,TB,6,0,1,27.6427,-82.722317,LTB,I,6954,6889,65,0,1,2011
2/8/2011,TB,1,0,1,27.699833,-82.695083,LTB,I,6979,6923,56,0,2,2011
2/8/2011,TB,2,0,1,27.698983,-82.690333,LTB,I,6979,6923,56,0,2,2011
2/8/2011,TB,3,0,1,27.66,-82.687333,LTB,I,6979,6923,56,0,2,2011
2/8/2011,TB,4,0,1,27.65955,-82.692233,LTB,I,6979,6923,56,0,2,2011
2/8/2011,TB,5,0,1,27.644633,-82.722217,LTB,I,6979,6923,56,0,2,2011
2/8/2011,TB,6,0,1,27.6427,-82.722317,LTB,I,6979,6923,56,0,2,2011
3/17/2011,TB,1,0,1,27.699833,-82.695083,LTB,I,7016,6954,62,0,3,2011
3/17/2011,TB,2,0,1,27.698983,-82.690333,LTB,I,7016,6954,62,0,3,2011
3/17/2011,TB,3,0,1,27.66,-82.687333,LTB,I,7016,6954,62,0,3,2011
3/17/2011,TB,4,0,1,27.65955,-82.692233,LTB,I,7016,6954,62,0,3,2011
3/17/2011,TB,5,0,1,27.644633,-82.722217,LTB,I,7016,6954,62,0,3,2011
3/17/2011,TB,6,0,1,27.6427,-82.722317,LTB,I,7016,6954,62,0,3,2011
4/18/2011,TB,1,0,2,27.699833,-82.695083,LTB,I,7048,6979,69,0,4,2011
4/18/2011,TB,2,0,2,27.698983,-82.690333,LTB,I,7048,6979,69,0,4,2011
4/18/2011,TB,3,0,2,27.66,-82.687333,LTB,I,7048,6979,69,0,4,2011
4/18/2011,TB,4,0,2,27.65955,-82.692233,LTB,I,7048,6979,69,0,4,2011
4/18/2011,TB,5,0,2,27.644633,-82.722217,LTB,I,7048,6979,69,0,4,2011
4/18/2011,TB,6,0,2,27.6427,-82.722317,LTB,I,7048,6979,69,0,4,2011
5/13/2011,TB,1,0,2,27.699833,-82.695083,LTB,I,7073,7016,57,0,5,2011
5/13/2011,TB,2,0,2,27.698983,-82.690333,LTB,I,7073,7016,57,0,5,2011
5/13/2011,TB,3,0,2,27.66,-82.687333,LTB,I,7073,7016,57,0,5,2011
5/13/2011,TB,4,1,2,27.65955,-82.692233,LTB,I,7073,7016,57,0.02,5,2011
5/13/2011,TB,5,6,2,27.644633,-82.722217,LTB,I,7073,7016,57,0.11,5,2011
5/13/2011,TB,6,0,2,27.6427,-82.722317,LTB,I,7073,7016,57,0,5,2011
6/16/2011,TB,1,0,2,27.699833,-82.695083,LTB,I,7107,7048,59,0,6,2011
6/16/2011,TB,2,0,2,27.698983,-82.690333,LTB,I,7107,7048,59,0,6,2011
6/16/2011,TB,3,3,2,27.66,-82.687333,LTB,I,7107,7048,59,0.05,6,2011
6/16/2011,TB,4,0,2,27.65955,-82.692233,LTB,I,7107,7048,59,0,6,2011
6/16/2011,TB,5,0,2,27.644633,-82.722217,LTB,I,7107,7048,59,0,6,2011
6/16/2011,TB,6,3,2,27.6427,-82.722317,LTB,I,7107,7048,59,0.05,6,2011
7/20/2011,TB,1,0,3,27.699833,-82.695083,LTB,I,7141,7073,68,0,7,2011
7/20/2011,TB,2,0,3,27.698983,-82.690333,LTB,I,7141,7073,68,0,7,2011
7/20/2011,TB,3,Z,3,27.66,-82.687333,LTB,I,7141,7073,68,Z,7,2011
7/20/2011,TB,4,0,3,27.65955,-82.692233,LTB,I,7141,7073,68,0,7,2011
7/20/2011,TB,5,Z,3,27.644633,-82.722217,LTB,I,7141,7073,68,Z,7,2011
7/20/2011,TB,6,0,3,27.6427,-82.722317,LTB,I,7141,7073,68,0,7,2011
8/15/2011,TB,1,0,3,27.699833,-82.695083,LTB,I,7167,7107,60,0,8,2011
8/15/2011,TB,2,0,3,27.698983,-82.690333,LTB,I,7167,7107,60,0,8,2011
8/15/2011,TB,3,0,3,27.66,-82.687333,LTB,I,7167,7107,60,0,8,2011
8/15/2011,TB,4,0,3,27.65955,-82.692233,LTB,I,7167,7107,60,0,8,2011
8/15/2011,TB,5,0,3,27.644633,-82.722217,LTB,I,7167,7107,60,0,8,2011
8/15/2011,TB,6,Z,3,27.6427,-82.722317,LTB,I,7167,7107,60,Z,8,2011
9/15/2011,TB,1,Z,3,27.699833,-82.695083,LTB,I,7198,7141,57,Z,9,2011
9/15/2011,TB,2,0,3,27.698983,-82.690333,LTB,I,7198,7141,57,0,9,2011
9/15/2011,TB,3,0,3,27.66,-82.687333,LTB,I,7198,7141,57,0,9,2011
9/15/2011,TB,4,0,3,27.65955,-82.692233,LTB,I,7198,7141,57,0,9,2011
9/15/2011,TB,5,0,3,27.644633,-82.722217,LTB,I,7198,7141,57,0,9,2011
9/15/2011,TB,6,0,3,27.6427,-82.722317,LTB,I,7198,7141,57,0,9,2011
10/20/2011,TB,1,1,4,27.699833,-82.695083,LTB,I,7233,7167,66,0.02,10,2011
10/20/2011,TB,2,0,4,27.698983,-82.690333,LTB,I,7233,7167,66,0,10,2011
10/20/2011,TB,3,1,4,27.66,-82.687333,LTB,I,7233,7167,66,0.02,10,2011
10/20/2011,TB,4,0,4,27.65955,-82.692233,LTB,I,7233,7167,66,0,10,2011
10/20/2011,TB,5,4,4,27.644633,-82.722217,LTB,I,7233,7167,66,0.06,10,2011
10/20/2011,TB,6,0,4,27.6427,-82.722317,LTB,I,7233,7167,66,0,10,2011
11/17/2011,TB,1,0,4,27.699833,-82.695083,LTB,I,7261,7198,63,0,11,2011
11/17/2011,TB,2,0,4,27.698983,-82.690333,LTB,I,7261,7198,63,0,11,2011
11/17/2011,TB,3,2,4,27.66,-82.687333,LTB,I,7261,7198,63,0.03,11,2011
11/17/2011,TB,4,0,4,27.65955,-82.692233,LTB,I,7261,7198,63,0,11,2011
11/17/2011,TB,5,0,4,27.644633,-82.722217,LTB,I,7261,7198,63,0,11,2011
11/17/2011,TB,6,0,4,27.6427,-82.722317,LTB,I,7261,7198,63,0,11,2011
12/15/2011,TB,1,0,4,27.699833,-82.695083,LTB,I,7289,7233,56,0,12,2011
12/15/2011,TB,2,0,4,27.698983,-82.690333,LTB,I,7289,7233,56,0,12,2011
12/15/2011,TB,3,0,4,27.66,-82.687333,LTB,I,7289,7233,56,0,12,2011
12/15/2011,TB,4,0,4,27.65955,-82.692233,LTB,I,7289,7233,56,0,12,2011
12/15/2011,TB,5,0,4,27.644633,-82.722217,LTB,I,7289,7233,56,0,12,2011
12/15/2011,TB,6,0,4,27.6427,-82.722317,LTB,I,7289,7233,56,0,12,2011
1/18/2012,TB,1,0,1,27.699833,-82.695083,LTB,I,7323,7261,62,0,1,2012
1/18/2012,TB,2,Z,1,27.698983,-82.690333,LTB,I,7323,7261,62,Z,1,2012
1/18/2012,TB,3,0,1,27.66,-82.687333,LTB,I,7323,7261,62,0,1,2012
1/18/2012,TB,4,0,1,27.65955,-82.692233,LTB,I,7323,7261,62,0,1,2012
1/18/2012,TB,5,0,1,27.644633,-82.722217,LTB,I,7323,7261,62,0,1,2012
1/18/2012,TB,6,0,1,27.6427,-82.722317,LTB,I,7323,7261,62,0,1,2012
2/22/2012,TB,1,0,1,27.699833,-82.695083,LTB,I,7358,7289,69,0,2,2012
2/22/2012,TB,2,0,1,27.698983,-82.690333,LTB,I,7358,7289,69,0,2,2012
2/22/2012,TB,3,0,1,27.66,-82.687333,LTB,I,7358,7289,69,0,2,2012
2/22/2012,TB,4,0,1,27.65955,-82.692233,LTB,I,7358,7289,69,0,2,2012
2/22/2012,TB,5,0,1,27.644633,-82.722217,LTB,I,7358,7289,69,0,2,2012
2/22/2012,TB,6,0,1,27.6427,-82.722317,LTB,I,7358,7289,69,0,2,2012
3/21/2012,TB,1,0,1,27.699833,-82.695083,LTB,I,7386,7323,63,0,3,2012
3/21/2012,TB,2,0,1,27.698983,-82.690333,LTB,I,7386,7323,63,0,3,2012
3/21/2012,TB,3,0,1,27.66,-82.687333,LTB,I,7386,7323,63,0,3,2012
3/21/2012,TB,4,0,1,27.65955,-82.692233,LTB,I,7386,7323,63,0,3,2012
3/21/2012,TB,5,0,1,27.644633,-82.722217,LTB,I,7386,7323,63,0,3,2012
3/21/2012,TB,6,0,1,27.6427,-82.722317,LTB,I,7386,7323,63,0,3,2012
4/20/2012,TB,1,6,2,27.699833,-82.695083,LTB,I,7416,7358,58,0.1,4,2012
4/20/2012,TB,2,3,2,27.698983,-82.690333,LTB,I,7416,7358,58,0.05,4,2012
4/20/2012,TB,3,0,2,27.66,-82.687333,LTB,I,7416,7358,58,0,4,2012
4/20/2012,TB,4,0,2,27.65955,-82.692233,LTB,I,7416,7358,58,0,4,2012
4/20/2012,TB,5,0,2,27.644633,-82.722217,LTB,I,7416,7358,58,0,4,2012
4/20/2012,TB,6,1,2,27.6427,-82.722317,LTB,I,7416,7358,58,0.02,4,2012
5/15/2012,TB,1,1,2,27.699833,-82.695083,LTB,I,7441,7386,55,0.02,5,2012
5/15/2012,TB,2,9,2,27.698983,-82.690333,LTB,I,7441,7386,55,0.16,5,2012
5/15/2012,TB,3,1,2,27.66,-82.687333,LTB,I,7441,7386,55,0.02,5,2012
5/15/2012,TB,4,4,2,27.65955,-82.692233,LTB,I,7441,7386,55,0.07,5,2012
5/15/2012,TB,5,2,2,27.644633,-82.722217,LTB,I,7441,7386,55,0.04,5,2012
5/15/2012,TB,6,7,2,27.6427,-82.722317,LTB,I,7441,7386,55,0.13,5,2012
6/19/2012,TB,1,0,2,27.699833,-82.695083,LTB,I,7476,7416,60,0,6,2012
6/19/2012,TB,2,Z,2,27.698983,-82.690333,LTB,I,7476,7416,60,Z,6,2012
6/19/2012,TB,3,0,2,27.66,-82.687333,LTB,I,7476,7416,60,0,6,2012
6/19/2012,TB,4,0,2,27.65955,-82.692233,LTB,I,7476,7416,60,0,6,2012
6/19/2012,TB,5,0,2,27.644633,-82.722217,LTB,I,7476,7416,60,0,6,2012
6/19/2012,TB,6,0,2,27.6427,-82.722317,LTB,I,7476,7416,60,0,6,2012
7/24/2012,TB,1,0,3,27.699833,-82.695083,LTB,I,7511,7441,70,0,7,2012
7/24/2012,TB,2,0,3,27.698983,-82.690333,LTB,I,7511,7441,70,0,7,2012
7/24/2012,TB,3,0,3,27.66,-82.687333,LTB,I,7511,7441,70,0,7,2012
7/24/2012,TB,4,0,3,27.65955,-82.692233,LTB,I,7511,7441,70,0,7,2012
7/24/2012,TB,5,0,3,27.644633,-82.722217,LTB,I,7511,7441,70,0,7,2012
7/24/2012,TB,6,0,3,27.6427,-82.722317,LTB,I,7511,7441,70,0,7,2012
8/15/2012,TB,1,0,3,27.699833,-82.695083,LTB,I,7533,7476,57,0,8,2012
8/15/2012,TB,2,0,3,27.698983,-82.690333,LTB,I,7533,7476,57,0,8,2012
8/15/2012,TB,3,3,3,27.66,-82.687333,LTB,I,7533,7476,57,0.05,8,2012
8/15/2012,TB,4,0,3,27.65955,-82.692233,LTB,I,7533,7476,57,0,8,2012
8/15/2012,TB,5,0,3,27.644633,-82.722217,LTB,I,7533,7476,57,0,8,2012
8/15/2012,TB,6,0,3,27.6427,-82.722317,LTB,I,7533,7476,57,0,8,2012
9/17/2012,TB,1,0,3,27.699833,-82.695083,LTB,I,7566,7511,55,0,9,2012
9/17/2012,TB,2,0,3,27.698983,-82.690333,LTB,I,7566,7511,55,0,9,2012
9/17/2012,TB,3,0,3,27.66,-82.687333,LTB,I,7566,7511,55,0,9,2012
9/17/2012,TB,4,0,3,27.65955,-82.692233,LTB,I,7566,7511,55,0,9,2012
9/17/2012,TB,5,0,3,27.644633,-82.722217,LTB,I,7566,7511,55,0,9,2012
9/17/2012,TB,6,0,3,27.6427,-82.722317,LTB,I,7566,7511,55,0,9,2012
10/18/2012,TB,1,0,4,27.699833,-82.695083,LTB,I,7597,7533,64,0,10,2012
10/18/2012,TB,2,0,4,27.698983,-82.690333,LTB,I,7597,7533,64,0,10,2012
10/18/2012,TB,3,0,4,27.66,-82.687333,LTB,I,7597,7533,64,0,10,2012
10/18/2012,TB,4,0,4,27.65955,-82.692233,LTB,I,7597,7533,64,0,10,2012
10/18/2012,TB,5,0,4,27.644633,-82.722217,LTB,I,7597,7533,64,0,10,2012
10/18/2012,TB,6,0,4,27.6427,-82.722317,LTB,I,7597,7533,64,0,10,2012
11/15/2012,TB,1,0,4,27.699833,-82.695083,LTB,I,7625,7566,59,0,11,2012
11/15/2012,TB,2,0,4,27.698983,-82.690333,LTB,I,7625,7566,59,0,11,2012
11/15/2012,TB,3,7,4,27.66,-82.687333,LTB,I,7625,7566,59,0.12,11,2012
11/15/2012,TB,4,0,4,27.65955,-82.692233,LTB,I,7625,7566,59,0,11,2012
11/15/2012,TB,5,0,4,27.644633,-82.722217,LTB,I,7625,7566,59,0,11,2012
11/15/2012,TB,6,0,4,27.6427,-82.722317,LTB,I,7625,7566,59,0,11,2012
12/12/2012,TB,1,0,4,27.699833,-82.695083,LTB,I,7652,7597,55,0,12,2012
12/12/2012,TB,2,0,4,27.698983,-82.690333,LTB,I,7652,7597,55,0,12,2012
12/12/2012,TB,3,2,4,27.66,-82.687333,LTB,I,7652,7597,55,0.04,12,2012
12/12/2012,TB,4,0,4,27.65955,-82.692233,LTB,I,7652,7597,55,0,12,2012
12/12/2012,TB,5,0,4,27.644633,-82.722217,LTB,I,7652,7597,55,0,12,2012
12/12/2012,TB,6,0,4,27.6427,-82.722317,LTB,I,7652,7597,55,0,12,2012
1/16/2013,TB,1,0,1,27.699833,-82.695167,LTB,I,7687,7625,62,0,1,2013
1/16/2013,TB,2,0,1,27.685833,-82.698,LTB,I,7687,7625,62,0,1,2013
1/16/2013,TB,3,0,1,27.659667,-82.686,LTB,I,7687,7625,62,0,1,2013
1/16/2013,TB,4,0,1,27.657167,-82.703833,LTB,I,7687,7625,62,0,1,2013
1/16/2013,TB,5,0,1,27.644667,-82.722167,LTB,I,7687,7625,62,0,1,2013
1/16/2013,TB,6,0,1,27.645,-82.711333,LTB,I,7687,7625,62,0,1,2013
2/15/2013,TB,1,0,1,27.699833,-82.695167,LTB,I,7717,7652,65,0,2,2013
2/15/2013,TB,2,Z,1,27.685833,-82.698,LTB,I,7717,7652,65,Z,2,2013
2/15/2013,TB,3,0,1,27.659667,-82.686,LTB,I,7717,7652,65,0,2,2013
2/15/2013,TB,4,0,1,27.657167,-82.703833,LTB,I,7717,7652,65,0,2,2013
2/15/2013,TB,5,0,1,27.644667,-82.722167,LTB,I,7717,7652,65,0,2,2013
2/15/2013,TB,6,0,1,27.645,-82.711333,LTB,I,7717,7652,65,0,2,2013
3/15/2013,TB,1,Z,1,27.699833,-82.695167,LTB,I,7745,7687,58,Z,3,2013
3/15/2013,TB,2,0,1,27.685833,-82.698,LTB,I,7745,7687,58,0,3,2013
3/15/2013,TB,3,0,1,27.659667,-82.686,LTB,I,7745,7687,58,0,3,2013
3/15/2013,TB,4,0,1,27.657167,-82.703833,LTB,I,7745,7687,58,0,3,2013
3/15/2013,TB,5,Z,1,27.644667,-82.722167,LTB,I,7745,7687,58,Z,3,2013
3/15/2013,TB,6,0,1,27.645,-82.711333,LTB,I,7745,7687,58,0,3,2013
3/15/2013,TB,7,0,1,27.71,-82.619167,MTB,I,7745,7687,58,0,3,2013
3/15/2013,TB,8,Z,1,27.71,-82.619167,MTB,O,7745,7687,58,Z,3,2013
4/8/2013,TB,1,0,2,27.699833,-82.695167,LTB,I,7769,7717,52,0,4,2013
4/8/2013,TB,2,0,2,27.685833,-82.698,LTB,I,7769,7717,52,0,4,2013
4/8/2013,TB,3,0,2,27.659667,-82.686,LTB,I,7769,7717,52,0,4,2013
4/8/2013,TB,4,0,2,27.657167,-82.703833,LTB,I,7769,7717,52,0,4,2013
4/8/2013,TB,5,0,2,27.644667,-82.722167,LTB,I,7769,7717,52,0,4,2013
4/8/2013,TB,6,0,2,27.645,-82.711333,LTB,I,7769,7717,52,0,4,2013
4/8/2013,TB,7,0,2,27.71,-82.619167,MTB,I,7769,7717,52,0,4,2013
4/8/2013,TB,8,0,2,27.71,-82.619167,MTB,O,7769,7717,52,0,4,2013
5/15/2013,TB,1,9,2,27.699833,-82.695167,LTB,I,7806,7745,61,0.15,5,2013
5/15/2013,TB,2,11,2,27.685833,-82.698,LTB,I,7806,7745,61,0.18,5,2013
5/15/2013,TB,3,0,2,27.659667,-82.686,LTB,I,7806,7745,61,0,5,2013
5/15/2013,TB,4,Z,2,27.657167,-82.703833,LTB,I,7806,7745,61,Z,5,2013
5/15/2013,TB,5,3,2,27.644667,-82.722167,LTB,I,7806,7745,61,0.05,5,2013
5/15/2013,TB,6,1,2,27.645,-82.711333,LTB,I,7806,7745,61,0.02,5,2013
5/15/2013,TB,7,8,2,27.71,-82.619167,MTB,I,7806,7745,61,0.13,5,2013
5/15/2013,TB,8,0,2,27.71,-82.619167,MTB,O,7806,7745,61,0,5,2013
6/19/2013,TB,1,3,2,27.699833,-82.695167,LTB,I,7841,7769,72,0.04,6,2013
6/19/2013,TB,2,1,2,27.685833,-82.698,LTB,I,7841,7769,72,0.01,6,2013
6/19/2013,TB,3,2,2,27.659667,-82.686,LTB,I,7841,7769,72,0.03,6,2013
6/19/2013,TB,4,Z,2,27.657167,-82.703833,LTB,I,7841,7769,72,Z,6,2013
6/19/2013,TB,5,8,2,27.644667,-82.722167,LTB,I,7841,7769,72,0.11,6,2013
6/19/2013,TB,6,1,2,27.645,-82.711333,LTB,I,7841,7769,72,0.01,6,2013
6/19/2013,TB,7,2,2,27.71,-82.619167,MTB,I,7841,7769,72,0.03,6,2013
6/19/2013,TB,8,1,2,27.71,-82.619167,MTB,O,7841,7769,72,0.01,6,2013
7/19/2013,TB,1,1,3,27.699833,-82.695167,LTB,I,7871,7806,65,0.02,7,2013
7/19/2013,TB,2,0,3,27.685833,-82.698,LTB,I,7871,7806,65,0,7,2013
7/19/2013,TB,3,0,3,27.659667,-82.686,LTB,I,7871,7806,65,0,7,2013
7/19/2013,TB,4,0,3,27.657167,-82.703833,LTB,I,7871,7806,65,0,7,2013
7/19/2013,TB,5,0,3,27.644667,-82.722167,LTB,I,7871,7806,65,0,7,2013
7/19/2013,TB,6,0,3,27.645,-82.711333,LTB,I,7871,7806,65,0,7,2013
7/19/2013,TB,7,0,3,27.71,-82.619167,MTB,I,7871,7806,65,0,7,2013
7/19/2013,TB,8,0,3,27.71,-82.619167,MTB,O,7871,7806,65,0,7,2013
8/20/2013,TB,1,0,3,27.699833,-82.695167,LTB,I,7903,7841,62,0,8,2013
8/20/2013,TB,2,1,3,27.685833,-82.698,LTB,I,7903,7841,62,0.02,8,2013
8/20/2013,TB,3,0,3,27.659667,-82.686,LTB,I,7903,7841,62,0,8,2013
8/20/2013,TB,4,0,3,27.657167,-82.703833,LTB,I,7903,7841,62,0,8,2013
8/20/2013,TB,5,1,3,27.644667,-82.722167,LTB,I,7903,7841,62,0.02,8,2013
8/20/2013,TB,6,1,3,27.645,-82.711333,LTB,I,7903,7841,62,0.02,8,2013
8/20/2013,TB,7,0,3,27.71,-82.619167,MTB,I,7903,7841,62,0,8,2013
8/20/2013,TB,8,1,3,27.71,-82.619167,MTB,O,7903,7841,62,0.02,8,2013
9/20/2013,TB,1,0,3,27.699833,-82.695167,LTB,I,7934,7871,63,0,9,2013
9/20/2013,TB,2,0,3,27.685833,-82.698,LTB,I,7934,7871,63,0,9,2013
9/20/2013,TB,3,0,3,27.659667,-82.686,LTB,I,7934,7871,63,0,9,2013
9/20/2013,TB,4,0,3,27.657167,-82.703833,LTB,I,7934,7871,63,0,9,2013
9/20/2013,TB,5,0,3,27.644667,-82.722167,LTB,I,7934,7871,63,0,9,2013
9/20/2013,TB,6,0,3,27.645,-82.711333,LTB,I,7934,7871,63,0,9,2013
9/20/2013,TB,7,Z,3,27.71,-82.619167,MTB,I,7934,7871,63,Z,9,2013
9/20/2013,TB,8,2,3,27.71,-82.619167,MTB,O,7934,7871,63,0.03,9,2013
10/15/2013,TB,1,0,4,27.699833,-82.695167,LTB,I,7959,7903,56,0,10,2013
10/15/2013,TB,2,1,4,27.685833,-82.698,LTB,I,7959,7903,56,0.02,10,2013
10/15/2013,TB,3,0,4,27.659667,-82.686,LTB,I,7959,7903,56,0,10,2013
10/15/2013,TB,4,0,4,27.657167,-82.703833,LTB,I,7959,7903,56,0,10,2013
10/15/2013,TB,5,0,4,27.644667,-82.722167,LTB,I,7959,7903,56,0,10,2013
10/15/2013,TB,6,0,4,27.645,-82.711333,LTB,I,7959,7903,56,0,10,2013
10/15/2013,TB,7,0,4,27.71,-82.619167,MTB,I,7959,7903,56,0,10,2013
10/15/2013,TB,8,0,4,27.71,-82.619167,MTB,O,7959,7903,56,0,10,2013
11/20/2013,TB,1,0,4,27.699833,-82.695167,LTB,I,7995,7934,61,0,11,2013
11/20/2013,TB,2,0,4,27.685833,-82.698,LTB,I,7995,7934,61,0,11,2013
11/20/2013,TB,3,1,4,27.659667,-82.686,LTB,I,7995,7934,61,0.02,11,2013
11/20/2013,TB,4,0,4,27.657167,-82.703833,LTB,I,7995,7934,61,0,11,2013
11/20/2013,TB,5,0,4,27.644667,-82.722167,LTB,I,7995,7934,61,0,11,2013
11/20/2013,TB,6,0,4,27.645,-82.711333,LTB,I,7995,7934,61,0,11,2013
11/20/2013,TB,7,0,4,27.71,-82.619167,MTB,I,7995,7934,61,0,11,2013
11/20/2013,TB,8,0,4,27.71,-82.619167,MTB,O,7995,7934,61,0,11,2013
12/19/2013,TB,1,0,4,27.699833,-82.695167,LTB,I,8024,7959,65,0,12,2013
12/19/2013,TB,2,0,4,27.685833,-82.698,LTB,I,8024,7959,65,0,12,2013
12/19/2013,TB,3,0,4,27.659667,-82.686,LTB,I,8024,7959,65,0,12,2013
12/19/2013,TB,4,0,4,27.657167,-82.703833,LTB,I,8024,7959,65,0,12,2013
